cbo,description,family_id
516415,"Passador de roupas, à mão",5164
516505,Agente funerário,5165
516605,Operador de forno (serviços funerários),5166
516610,Sepultador,5166
516705,Astrólogo,5167
516710,Numerólogo,5167
516805,Esotérico,5168
516810,Paranormal,5168
516815,Ufólogo,5168
516905,Tatuador,5169
516910,Micropigmentador,5169
516915,Body piercer,5169
517105,Bombeiro de aeródromo,5171
517110,Bombeiro civil,5171
517115,Salva-vidas,5171
517120,Brigadista florestal,5171
517125,Chefe de brigada,5171
517130,Agente de proteção e defesa civil,5171
517205,Agente de polícia federal,5172
517210,Policial rodoviário federal,5172
517215,Guarda-civil municipal,5172
517220,Agente de trânsito,5172
517225,Policial legislativo,5172
517230,Policial penal,5172
517235,Guarda portuário,5172
517305,Vigilante de proteção de aeroporto,5173
517310,Agente de segurança,5173
517320,Vigia florestal,5173
517325,Vigia portuário,5173
517330,Vigilante,5173
517405,Porteiro (hotel),5174
517410,Porteiro de edifícios,5174
517415,Agente de portaria,5174
517420,Vigia,5174
517425,Fiscal de loja,5174
519105,Ciclista mensageiro,5191
519110,Motofretista,5191
519115,Mototaxista,5191
519205,Catador de material reciclável,5192
519210,Selecionador de material reciclável,5192
519215,Operador de prensa de material reciclável,5192
519305,Auxiliar de veterinário,5193
519310,Esteticista de animais domésticos,5193
519315,Banhista de animais domésticos,5193
519320,Tosador de animais domésticos,5193
519325,Monitor de animais domésticos,5193
519330,Condutor de cães domésticos,5193
519805,Profissional do sexo,5198
519905,Cartazeiro,5199
519910,Controlador de pragas,5199
519915,Engraxate,5199
519920,Gandula,5199
519925,Guardador de veículos,5199
519930,"Lavador de garrafas, vidros e outros utensílios",5199
519935,Lavador de veículos,5199
519940,Leiturista,5199
519945,Recepcionista de casas de espetáculos,5199
520105,Supervisor de vendas de serviços,5201
520110,Supervisor de vendas comercial,5201
521105,Vendedor em comércio atacadista,5211
521110,Vendedor de comércio varejista,5211
521115,Promotor de vendas,5211
521120,Demonstrador de mercadorias,5211
521125,Repositor de mercadorias,5211
521130,Atendente de farmácia - balconista,5211
521135,Frentista,5211
521140,Atendente de lojas e mercados,5211
523105,"Instalador de cortinas e persianas, portas sanfonadas e boxe",5231
523110,Instalador de som e acessórios de veículos,5231
523115,Chaveiro,5231
523120,Aplicador de vinil autoadesivo,5231
523125,Estampador de placa de identificação veicular (epiv),5231
524105,Vendedor em domicílio,5241
524205,Feirante,5242
524210,Jornaleiro (em banca de jornal),5242
524215,Vendedor  permissionário,5242
524305,Vendedor ambulante,5243
524310,Pipoqueiro ambulante,5243
524315,Baiana de acarajé,5243
611005,"Produtor agropecuário, em geral",6110
612005,Produtor agrícola polivalente,6120
612105,Produtor de arroz,6121
612110,Produtor de cana-de-açúcar,6121
612115,Produtor de cereais de inverno,6121
612120,Produtor de gramíneas forrageiras,6121
612125,Produtor de milho e sorgo,6121
612205,Produtor de algodão,6122
612210,Produtor de curauá,6122
612215,Produtor de juta,6122
612220,Produtor de rami,6122
612225,Produtor de sisal,6122
612305,Produtor na olericultura de legumes,6123
612310,"Produtor na olericultura de raízes, bulbos e tubérculos",6123
612315,"Produtor na olericultura de talos, folhas e flores",6123
612320,Produtor na olericultura de frutos e sementes,6123
612405,Produtor de flores de corte,6124
612410,Produtor de flores em vaso,6124
612415,Produtor de forrações,6124
612420,Produtor de plantas ornamentais,6124
612505,Produtor de árvores frutíferas,6125
612510,Produtor de espécies frutíferas rasteiras,6125
612515,Produtor de espécies frutíferas trepadeiras,6125
612605,Cafeicultor,6126
612610,Produtor de cacau,6126
612615,Produtor de erva-mate,6126
612620,Produtor de fumo,6126
612625,Produtor de guaraná,6126
612705,Produtor da cultura de amendoim,6127
612710,Produtor da cultura de canola,6127
612715,Produtor da cultura de coco-da-baia,6127
612720,Produtor da cultura de dendê,6127
612725,Produtor da cultura de girassol,6127
612730,Produtor da cultura de linho,6127
612735,Produtor da cultura de mamona,6127
612740,Produtor da cultura de soja,6127
612805,Produtor de especiarias,6128
612810,Produtor de plantas aromáticas e medicinais,6128
613005,Criador em pecuária polivalente,6130
613010,Criador de animais domésticos,6130
613105,Criador de asininos e muares,6131
613110,Criador de bovinos (corte),6131
613115,Criador de bovinos (leite),6131
613120,Criador de bubalinos (corte),6131
613125,Criador de bubalinos (leite),6131
613130,Criador de eqüínos,6131
613205,Criador de caprinos,6132
613210,Criador de ovinos,6132
613215,Criador de suínos,6132
613305,Avicultor,6133
613310,Cunicultor,6133
613405,Apicultor,6134
613410,Criador de animais produtores de veneno,6134
613415,Minhocultor,6134
613420,Sericultor,6134
620105,Supervisor de exploração agrícola,6201
620110,Supervisor de exploração agropecuária,6201
620115,Supervisor de exploração pecuária,6201
621005,Trabalhador agropecuário em geral,6210
622005,Caseiro (agricultura),6220
622010,Jardineiro,6220
622015,Trabalhador na produção de mudas e sementes,6220
622020,Trabalhador volante da agricultura,6220
622105,Trabalhador da cultura de arroz,6221
622110,Trabalhador da cultura de cana-de-açúcar,6221
622115,Trabalhador da cultura de milho e sorgo,6221
622120,"Trabalhador da cultura de trigo, aveia, cevada e triticale",6221
622205,Trabalhador da cultura de algodão,6222
622210,Trabalhador da cultura de sisal,6222
622215,Trabalhador da cultura do rami,6222
622305,Trabalhador na olericultura (frutos e sementes),6223
622310,Trabalhador na olericultura (legumes),6223
622315,"Trabalhador na olericultura (raízes, bulbos e tubérculos)",6223
622320,"Trabalhador na olericultura (talos, folhas e flores)",6223
622405,Trabalhador no cultivo de flores e folhagens de corte,6224
622410,Trabalhador no cultivo de flores em vaso,6224
622415,Trabalhador no cultivo de forrações,6224
622420,Trabalhador no cultivo de mudas,6224
622425,Trabalhador no cultivo de plantas ornamentais,6224
622505,Trabalhador no cultivo de árvores frutíferas,6225
622510,Trabalhador no cultivo de espécies frutíferas rasteiras,6225
622515,Trabalhador no cultivo de trepadeiras frutíferas,6225
622605,Trabalhador da cultura de cacau,6226
622610,Trabalhador da cultura de café,6226
622615,Trabalhador da cultura de erva-mate,6226
622620,Trabalhador da cultura de fumo,6226
622625,Trabalhador da cultura de guaraná,6226
622705,Trabalhador na cultura de amendoim,6227
622710,Trabalhador na cultura de canola,6227
622715,Trabalhador na cultura de coco-da-baía,6227
622720,Trabalhador na cultura de dendê,6227
622725,Trabalhador na cultura de mamona,6227
622730,Trabalhador na cultura de soja,6227
622735,Trabalhador na cultura do girassol,6227
622740,Trabalhador na cultura do linho,6227
622805,Trabalhador da cultura de especiarias,6228
622810,Trabalhador da cultura de plantas aromáticas e medicinais,6228
623005,Adestrador de animais,6230
623010,Inseminador,6230
623015,Trabalhador de pecuária polivalente,6230
623020,Tratador de animais,6230
623025,Casqueador de animais,6230
623030,Ferrador de animais,6230
623035,Instrutor de mobilidade com cães-guia,6230
623105,Trabalhador da pecuária (asininos e muares),6231
623110,Trabalhador da pecuária (bovinos corte),6231
623115,Trabalhador da pecuária (bovinos leite),6231
623120,Trabalhador da pecuária (bubalinos),6231
623125,Trabalhador da pecuária (eqüinos),6231
623205,Trabalhador da caprinocultura,6232
623210,Trabalhador da ovinocultura,6232
623215,Trabalhador da suinocultura,6232
623305,Trabalhador da avicultura de corte,6233
623310,Trabalhador da avicultura de postura,6233
623315,Operador de incubadora,6233
623320,Trabalhador da cunicultura,6233
623325,Sexador,6233
623405,Trabalhador em criatórios de animais produtores de veneno,6234
623410,Trabalhador na apicultura,6234
623415,Trabalhador na minhocultura,6234
623420,Trabalhador na sericicultura,6234
630105,Supervisor da aqüicultura,6301
630110,Supervisor da área florestal,6301
631005,Catador de caranguejos e siris,6310
631010,Catador de mariscos,6310
631015,Pescador artesanal de lagostas,6310
631020,Pescador artesanal de peixes e camarões,6310
631105,Pescador artesanal de água doce,6311
631205,Pescador industrial,6312
631210,Pescador profissional,6312
631305,Criador de camarões,6313
631310,Criador de jacarés,6313
631315,Criador de mexilhões,6313
631320,Criador de ostras,6313
631325,Criador de peixes,6313
631330,Criador de quelônios,6313
631335,Criador de rãs,6313
631405,Gelador industrial,6314
631410,Gelador profissional,6314
631415,Proeiro,6314
631420,Redeiro (pesca),6314
632005,Guia florestal,6320
632010,Raizeiro,6320
632015,Viveirista florestal,6320
632105,Classificador de toras,6321
632110,Cubador de madeira,6321
632115,Identificador florestal,6321
632120,Operador de motosserra,6321
632125,"Trabalhador de extração florestal, em geral",6321
632205,Seringueiro,6322
632210,Trabalhador da exploração de espécies produtoras de gomas não elásticas,6322
632215,Trabalhador da exploração de resinas,6322
632305,Trabalhador da exploração de andiroba,6323
632310,Trabalhador da exploração de babaçu,6323
632315,Trabalhador da exploração de bacaba,6323
632320,Trabalhador da exploração de buriti,6323
632325,Trabalhador da exploração de carnaúba,6323
632330,Trabalhador da exploração de coco-da-praia,6323
632335,Trabalhador da exploração de copaíba,6323
632340,Trabalhador da exploração de malva (pãina),6323
632345,Trabalhador da exploração de murumuru,6323
632350,Trabalhador da exploração de oiticica,6323
632355,Trabalhador da exploração de ouricuri,6323
632360,Trabalhador da exploração de pequi,6323
632365,Trabalhador da exploração de piaçava,6323
632370,Trabalhador da exploração de tucum,6323
632405,Trabalhador da exploração de açaí,6324
632410,Trabalhador da exploração de castanha,6324
632415,Trabalhador da exploração de pinhão,6324
632420,Trabalhador da exploração de pupunha,6324
632505,"Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas",6325
632510,"Trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas",6325
632515,Trabalhador da exploração de madeiras tanantes,6325
632520,"Trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas",6325
632525,"Trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral",6325
632605,Carvoeiro,6326
632610,Carbonizador,6326
632615,Ajudante de carvoaria,6326
641005,Operador de colheitadeira,6410
641010,Operador de máquinas de beneficiamento de produtos agrícolas,6410
641015,Tratorista agrícola,6410
642005,Operador de colhedor florestal,6420
642010,Operador de máquinas florestais estáticas,6420
642015,Operador de trator florestal,6420
643005,Trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento),6430
643010,Trabalhador na operação de sistema de irrigação por aspersão (pivô central),6430
643015,Trabalhador na operação de sistemas convencionais de irrigação por aspersão,6430
643020,Trabalhador na operação de sistemas de irrigação e aspersão (alto propelido),6430
643025,Trabalhador na operação de sistemas de irrigação por superfície e drenagem,6430
710105,Supervisor de apoio operacional na mineração,7101
710110,Supervisor de extração de sal,7101
710115,Supervisor de perfuração e desmonte,7101
710120,Supervisor de produção na mineração,7101
710125,Supervisor de transporte na mineração,7101
710205,Mestre (construção civil),7102
710210,Mestre de linhas (ferrovias),7102
710215,Inspetor de terraplenagem,7102
710220,Supervisor de usina de concreto,7102
710225,Fiscal de pátio de usina de concreto,7102
711105,Amostrador de minérios,7111
711110,Canteiro,7111
711115,Destroçador de pedra,7111
711120,Detonador,7111
711125,Escorador de minas,7111
711130,Mineiro,7111
711205,Operador de caminhão (minas e pedreiras),7112
711210,Operador de carregadeira,7112
711215,Operador de máquina cortadora (minas e pedreiras),7112
711220,Operador de máquina de extração contínua (minas de carvão),7112
711225,Operador de máquina perfuradora (minas e pedreiras),7112
711230,Operador de máquina perfuratriz,7112
711235,Operador de motoniveladora (extração de minerais sólidos),7112
711240,Operador de schutthecar,7112
711245,Operador de trator (minas e pedreiras),7112
711305,Operador de sonda de percussão,7113
711310,Operador de sonda rotativa,7113
711315,Sondador (poços de petróleo e gás),7113
711320,Sondador de poços (exceto de petróleo e gás),7113
711325,Plataformista (petróleo),7113
711330,Torrista (petróleo),7113
711405,Garimpeiro,7114
711410,Operador de salina (sal marinho),7114
712105,Moleiro de minérios,7121
712110,Operador de aparelho de flotação,7121
712115,Operador de aparelho de precipitação (minas de ouro ou prata),7121
712120,Operador de britador de mandíbulas,7121
712125,Operador de espessador,7121
712130,Operador de jig (minas),7121
712135,Operador de peneiras hidráulicas,7121
712205,Cortador de pedras,7122
712210,Gravador de inscrições em pedra,7122
712215,Gravador de relevos em pedra,7122
712220,Polidor de pedras,7122
712225,Torneiro (lavra de pedra),7122
712230,Traçador de pedras,7122
715105,Operador de bate-estacas,7151
715110,Operador de compactadora de solos,7151
715115,Operador de escavadeira,7151
715120,Operador de máquina de abrir valas,7151
715125,Operador de máquinas de construção civil e mineração,7151
715130,Operador de motoniveladora,7151
715135,Operador de pá carregadeira,7151
715140,"Operador de pavimentadora (asfalto, concreto e materiais similares)",7151
715145,Operador de trator de lâmina,7151
715205,Calceteiro,7152
715210,Pedreiro,7152
715215,Pedreiro (chaminés industriais),7152
715220,Pedreiro (material refratário),7152
715225,Pedreiro (mineração),7152
715230,Pedreiro de edificações,7152
715305,Armador de estrutura de concreto,7153
715310,Moldador de corpos de prova em usinas de concreto,7153
715315,Armador de estrutura de concreto armado,7153
715405,Operador de betoneira,7154
715410,Operador de bomba de concreto,7154
715415,Operador de central de concreto,7154
715420,Operador de usina de asfalto,7154
715505,Carpinteiro,7155
715510,Carpinteiro (esquadrias),7155
715515,Carpinteiro (cenários),7155
715520,Carpinteiro (mineração),7155
715525,Carpinteiro de obras,7155
715530,Carpinteiro (telhados),7155
715535,Carpinteiro de fôrmas para concreto,7155
715540,"Carpinteiro de obras civis de arte (pontes, túneis, barragens)",7155
715545,Montador de andaimes (edificações),7155
715605,Eletricista de instalações (cenários),7156
715610,Eletricista de instalações (edifícios),7156
715615,Eletricista de instalações,7156
715705,Aplicador de asfalto impermeabilizante (coberturas),7157
715710,Instalador de isolantes acústicos,7157
715715,Instalador de isolantes térmicos (refrigeração e climatização),7157
715720,Instalador de isolantes térmicos de caldeira e tubulações,7157
715725,"Instalador de material isolante, a mão (edificações)",7157
715730,"Instalador de material isolante, à máquina (edificações)",7157
716105,Acabador de superfícies de concreto,7161
716110,Revestidor de superfícies de concreto,7161
716205,Telhador (telhas de argila e materiais similares),7162
716210,Telhador (telhas de cimento-amianto),7162
716215,Telhador (telhas metálicas),7162
716220,Telhador (telhas plásticas),7162
716305,Vidraceiro,7163
716310,Vidraceiro (edificações),7163
716315,Vidraceiro (vitrais),7163
716405,Gesseiro,7164
716505,Assoalhador,7165
716510,Assentador de revestimentos cerâmicos,7165
716515,Pastilheiro,7165
716520,Lustrador de piso,7165
716525,Marmorista (construção),7165
716530,Mosaísta,7165
716535,Taqueiro,7165
716540,Rejuntador de revestimentos,7165
716605,Calafetador,7166
716610,Pintor de obras,7166
716615,"Revestidor de interiores (papel, material plástico e emborrachados)",7166
717005,Demolidor de edificações,7170
717010,Operador de martelete,7170
717015,Poceiro (edificações),7170
717020,Servente de obras,7170
717025,Vibradorista,7170
720105,Mestre (afiador de ferramentas),7201
720110,Mestre de caldeiraria,7201
720115,Mestre de ferramentaria,7201
720120,Mestre de forjaria,7201
720125,Mestre de fundição,7201
720130,Mestre de galvanoplastia,7201
720135,Mestre de pintura (tratamento de superfícies),7201
720140,Mestre de soldagem,7201
720145,Mestre de trefilação de metais,7201
720150,Mestre de usinagem,7201
720155,Mestre serralheiro,7201
720160,Supervisor de controle de tratamento térmico,7201
720205,Mestre (construção naval),7202
720210,Mestre (indústria de automotores e material de transportes),7202
720215,Mestre (indústria de máquinas e outros equipamentos mecânicos),7202
720220,Mestre de construção de fornos,7202
721105,Ferramenteiro,7211
721110,"Ferramenteiro de mandris, calibradores e outros dispositivos",7211
721115,Modelador de metais (fundição),7211
721205,Operador de máquina de eletroerosão,7212
721210,Operador de máquinas operatrizes,7212
721215,Operador de máquinas-ferramenta convencionais,7212
721220,Operador de usinagem convencional por abrasão,7212
721225,Preparador de máquinas-ferramenta,7212
721305,Afiador de cardas,7213
721310,Afiador de cutelaria,7213
721315,Afiador de ferramentas,7213
721320,Afiador de serras,7213
721325,Polidor de metais,7213
721405,Operador de centro de usinagem com comando numérico,7214
721410,Operador de fresadora com comando numérico,7214
721415,Operador de mandriladora com comando numérico,7214
721420,"Operador de máquina eletroerosão, à fio, com comando numérico",7214
721425,Operador de retificadora com comando numérico,7214
721430,Operador de torno com comando numérico,7214
722105,Forjador,7221
722110,Forjador a martelo,7221
722115,Forjador prensista,7221
722205,Fundidor de metais,7222
722210,Operador de lingotamento,7222
722215,Operador de acabamento de peças fundidas,7222
722220,Operador de máquina de fundição,7222
722230,Operador de vazamento,7222
722235,Preparador de panelas,7222
722305,"Macheiro, a mão",7223
722310,"Macheiro, a  máquina",7223
722315,"Moldador, a  mão",7223
722320,"Moldador, a  máquina",7223
722325,Operador de equipamentos de preparação de areia,7223
722330,Operador de máquina de moldar automatizada,7223
722405,Cableador,7224
722410,Estirador de tubos de metal sem costura,7224
722415,"Trefilador de metais, à máquina",7224
723105,Cementador de metais,7231
723110,Normalizador de metais e de compósitos,7231
723115,Operador de equipamento para resfriamento,7231
723120,Operador de forno de tratamento térmico de metais,7231
723125,Temperador de metais e de compósitos,7231
723205,Decapador,7232
723210,Fosfatizador,7232
723215,Galvanizador,7232
723220,Metalizador a pistola,7232
723225,Metalizador (banho quente),7232
723230,Operador de máquina recobridora de arame,7232
723235,Operador de zincagem (processo eletrolítico),7232
723240,Oxidador,7232
723305,Operador de equipamento de secagem de pintura,7233
723310,Pintor a pincel e rolo (exceto obras e estruturas metálicas),7233
723315,Pintor de estruturas metálicas,7233
723320,Pintor de veículos (fabricação),7233
723325,Pintor por imersão,7233
723330,"Pintor, a  pistola (exceto obras e estruturas metálicas)",7233
724105,Assentador de canalização (edificações),7241
724110,Encanador,7241
724115,Instalador de tubulações,7241
724120,Instalador de tubulações (aeronaves),7241
724125,Instalador de tubulações (embarcações),7241
724130,Instalador de tubulações de gás combustível (produção e distribuição),7241
724135,Instalador de tubulações de vapor (produção e distribuição),7241
724205,Montador de estruturas metálicas,7242
724210,Montador de estruturas metálicas de embarcações,7242
724215,Rebitador a  martelo pneumático,7242
724220,Preparador de estruturas metálicas,7242
724225,Riscador de estruturas metálicas,7242
724230,"Rebitador, a  mão",7242
724305,Brasador,7243
724310,Oxicortador a mão e a  máquina,7243
724315,Soldador,7243
724320,Soldador a  oxigás,7243
724325,Soldador elétrico,7243
724405,Caldeireiro (chapas de cobre),7244
724410,Caldeireiro (chapas de ferro e aço),7244
724415,Chapeador,7244
724420,Chapeador de carrocerias metálicas (fabricação),7244
724425,Chapeador naval,7244
724430,Chapeador de aeronaves,7244
724435,Funileiro industrial,7244
724440,Serralheiro,7244
724505,Operador de máquina de cilindrar chapas,7245
724510,Operador de máquina de dobrar chapas,7245
724515,Prensista (operador de prensa),7245
724605,Operador de laços de cabos de aço,7246
724610,Trançador de cabos de aço,7246
725005,Ajustador ferramenteiro,7250
725010,Ajustador mecânico,7250
725015,Ajustador mecânico (usinagem em bancada e em máquinas-ferramentas),7250
725020,Ajustador mecânico em bancada,7250
725025,Ajustador naval (reparo e construção),7250
725030,Operador de manutenção e recarga de extintor de incêndio,7250
725105,"Montador de máquinas, motores e acessórios (montagem em série)",7251
725205,Montador de máquinas,7252
725210,Montador de máquinas gráficas,7252
725215,Montador de máquinas operatrizes para madeira,7252
725220,Montador de máquinas têxteis,7252
725225,Montador de máquinas-ferramentas (usinagem de metais),7252
725305,Montador de equipamento de levantamento,7253
725310,Montador de máquinas agrícolas,7253
725315,Montador de máquinas de minas e pedreiras,7253
725320,Montador de máquinas de terraplenagem,7253
725405,Mecânico montador de motores de aeronaves,7254
725410,Mecânico montador de motores de embarcações,7254
725415,Mecânico montador de motores de explosão e diesel,7254
725420,Mecânico montador de turboalimentadores,7254
725505,Montador de veículos (linha de montagem),7255
725510,Operador de time de montagem,7255
725605,Montador de estruturas de aeronaves,7256
725610,Montador de sistemas de combustível de aeronaves,7256
725705,Mecânico de refrigeração,7257
730105,Supervisor de montagem e instalação eletroeletrônica,7301
731105,Montador de equipamentos eletrônicos (aparelhos médicos),7311
731110,Montador de equipamentos eletrônicos (computadores e equipamentos auxiliares),7311
731115,Montador de equipamentos elétricos (instrumentos de medição),7311
731120,Montador de equipamentos elétricos (aparelhos eletrodomésticos),7311
731125,Montador de equipamentos elétricos (centrais elétricas),7311
731130,Montador de equipamentos elétricos (motores e dínamos),7311
731135,Montador de equipamentos elétricos,7311
731140,Montador de equipamentos eletrônicos (instalações de sinalização),7311
731145,Montador de equipamentos eletrônicos (máquinas industriais),7311
731150,Montador de equipamentos eletrônicos,7311
731155,Montador de equipamentos elétricos (elevadores e equipamentos similares),7311
731160,Montador de equipamentos elétricos (transformadores),7311
731165,"Bobinador eletricista, à mão",7311
731170,"Bobinador eletricista, à máquina",7311
731175,Operador de linha de montagem (aparelhos elétricos),7311
731180,Operador de linha de montagem (aparelhos eletrônicos),7311
731205,"Montador de equipamentos eletrônicos (estação de rádio, tv e equipamentos de radar)",7312
731305,Instalador-reparador de equipamentos de comutação em telefonia,7313
731310,Instalador-reparador de equipamentos de energia em telefonia,7313
731315,Instalador-reparador de equipamentos de transmissão em telefonia,7313
731320,Instalador-reparador de linhas e aparelhos de telecomunicações,7313
731325,Instalador-reparador de redes e cabos telefônicos,7313
731330,Reparador de aparelhos de telecomunicações em laboratório,7313
732105,"Eletricista de manutenção de linhas elétricas, telefônicas e de comunicação de dados",7321
732110,Emendador de cabos elétricos e telefônicos (aéreos e subterrâneos),7321
732115,"Examinador de cabos, linhas elétricas e telefônicas",7321
732120,Instalador de linhas elétricas de alta e baixa - tensão (rede aérea e subterrânea),7321
732125,Instalador eletricista (tração de veículos),7321
732130,Instalador-reparador de redes telefônicas e de comunicação de dados,7321
732135,Ligador de linhas telefônicas,7321
732140,Instalador de sistemas fotovoltaicos,7321
740105,Supervisor da mecânica de precisão,7401
740110,Supervisor de fabricação de instrumentos musicais,7401
741105,Ajustador de instrumentos de precisão,7411
741110,Montador de instrumentos de óptica,7411
741115,Montador de instrumentos de precisão,7411
741120,Relojoeiro (fabricação),7411
741125,Relojoeiro (reparação),7411
742105,Afinador de instrumentos musicais,7421
742110,Confeccionador de acordeão,7421
742115,Confeccionador de instrumentos de corda,7421
742120,"Confeccionador de instrumentos de percussão (pele, couro ou plástico)",7421
742125,Confeccionador de instrumentos de sopro (madeira),7421
742130,Confeccionador de instrumentos de sopro (metal),7421
742135,Confeccionador de órgão,7421
742140,Confeccionador de piano,7421
750105,Supervisor de joalheria,7501
750205,Supervisor da indústria de minerais não metálicos (exceto os derivados de petróleo e carvão),7502
751005,Engastador (jóias),7510
751010,Joalheiro,7510
751015,Joalheiro (reparações),7510
751020,Lapidador (jóias),7510
751105,Bate-folha a  máquina,7511
751110,Fundidor (joalheria e ourivesaria),7511
751115,Gravador (joalheria e ourivesaria),7511
751120,Laminador de metais preciosos a  mão,7511
751125,Ourives,7511
751130,Trefilador (joalheria e ourivesaria),7511
752105,Artesão modelador (vidros),7521
752110,Moldador (vidros),7521
752115,Soprador de vidro,7521
752120,Transformador de tubos de vidro,7521
752205,Aplicador serigráfico em vidros,7522
752210,Cortador de vidro,7522
752215,Gravador de vidro a  água-forte,7522
752220,Gravador de vidro a  esmeril,7522
752225,Gravador de vidro a  jato de areia,7522
752230,Lapidador de vidros e cristais,7522
752235,Surfassagista,7522
752305,Ceramista,7523
752310,Ceramista (torno de pedal e motor),7523
752315,Ceramista (torno semi-automático),7523
752320,Ceramista modelador,7523
752325,Ceramista moldador,7523
752330,Ceramista prensador,7523
752405,Decorador de cerâmica,7524
752410,Decorador de vidro,7524
752415,Decorador de vidro à pincel,7524
752420,Operador de esmaltadeira,7524
752425,Operador de espelhamento,7524
752430,"Pintor de cerâmica, a  pincel",7524
760105,Contramestre de acabamento (indústria têxtil),7601
760110,Contramestre de fiação (indústria têxtil),7601
760115,Contramestre de malharia (indústria têxtil),7601
760120,Contramestre de tecelagem (indústria têxtil),7601
760125,Mestre (indústria têxtil e de confecções),7601
760205,Supervisor de curtimento,7602
760305,Encarregado de corte na confecção do vestuário,7603
760310,Encarregado de costura na confecção do vestuário,7603
760405,Supervisor  (indústria de calçados e artefatos de couro),7604
760505,"Supervisor da confecção de artefatos de tecidos, couros e afins",7605
760605,Supervisor das artes gráficas  (indústria editorial e gráfica),7606
761005,Operador polivalente da indústria têxtil,7610
761105,Classificador de fibras têxteis,7611
761110,Lavador de lã,7611
761205,Operador de abertura (fiação),7612
761210,Operador de binadeira,7612
761215,Operador de bobinadeira,7612
761220,Operador de cardas,7612
761225,Operador de conicaleira,7612
761230,Operador de filatório,7612
761235,Operador de laminadeira e reunideira,7612
761240,Operador de maçaroqueira,7612
761245,Operador de open-end,7612
761250,Operador de passador (fiação),7612
761255,Operador de penteadeira,7612
761260,Operador de retorcedeira,7612
761303,Tecelão (redes),7613
761306,Tecelão (rendas e bordados),7613
761309,Tecelão (tear automático),7613
761312,Tecelão (tear jacquard),7613
761315,Tecelão (tear mecânico de maquineta),7613
761318,Tecelão (tear mecânico de xadrez),7613
761321,Tecelão (tear mecânico liso),7613
761324,"Tecelão (tear mecânico, exceto jacquard)",7613
761327,"Tecelão de malhas, a  máquina",7613
761330,Tecelão de malhas (máquina circular),7613
761333,Tecelão de malhas (máquina retilínea),7613
761336,"Tecelão de meias, a  máquina",7613
761339,Tecelão de meias (máquina circular),7613
761342,Tecelão de meias (máquina retilínea),7613
761345,"Tecelão de tapetes, a  máquina",7613
761348,Operador de engomadeira de urdume,7613
761351,Operador de espuladeira,7613
761354,Operador de máquina de cordoalha,7613
761357,Operador de urdideira,7613
761360,Passamaneiro a  máquina,7613
761363,Remetedor de fios,7613
761366,Picotador de cartões jacquard,7613
761405,Alvejador (tecidos),7614
761410,Estampador de tecido,7614
761415,Operador de calandras (tecidos),7614
761420,Operador de chamuscadeira de tecidos,7614
761425,Operador de impermeabilizador de tecidos,7614
761430,Operador de máquina de lavar fios e tecidos,7614
761435,Operador de rameuse,7614
761805,Inspetor de estamparia (produção têxtil),7618
761810,Revisor de fios (produção têxtil),7618
761815,Revisor de tecidos acabados,7618
761820,Revisor de tecidos crus,7618
762005,Trabalhador polivalente do curtimento de couros e peles,7620
762105,Classificador de peles,7621
762110,"Descarnador de couros e peles, à maquina",7621
762115,Estirador de couros e peles (preparação),7621
762120,Fuloneiro,7621
762125,Rachador de couros e peles,7621
762205,Curtidor (couros e peles),7622
762210,Classificador de couros,7622
762215,Enxugador de couros,7622
762220,Rebaixador de couros,7622
762305,Estirador de couros e peles (acabamento),7623
762310,Fuloneiro no acabamento de couros e peles,7623
762315,Lixador de couros e peles,7623
762320,Matizador de couros e peles,7623
762325,Operador de máquinas do acabamento de couros e peles,7623
762330,Prensador de couros e peles,7623
762335,Palecionador de couros e peles,7623
762340,Preparador de couros curtidos,7623
762345,Vaqueador de couros e peles,7623
763005,Alfaiate,7630
763010,Costureira de peças sob encomenda,7630
763015,Costureira de reparação de roupas,7630
763020,Costureiro de roupa de couro e pele,7630
763105,Auxiliar de corte (preparação da confecção de roupas),7631
763110,Cortador de roupas,7631
763115,Enfestador de roupas,7631
763120,Riscador de roupas,7631
763125,Ajudante de confecção,7631
763205,"Costureiro de roupas de couro e pele, a  máquina na  confecção em série",7632
763210,Costureiro na confecção em série,7632
763215,"Costureiro, a  máquina  na confecção em série",7632
763305,Arrematadeira,7633
763310,"Bordador, à máquina",7633
763315,Marcador de peças confeccionadas para bordar,7633
763320,Operador de máquina de costura de acabamento,7633
763325,Passadeira de peças confeccionadas,7633
764005,Trabalhador polivalente da confecção de calçados,7640
764105,"Cortador de calçados, a  máquina (exceto solas e palmilhas)",7641
764110,"Cortador de solas e palmilhas, a  máquina",7641
764115,Preparador de calçados,7641
764120,Preparador de solas e palmilhas,7641
764205,"Costurador de calçados, a  máquina",7642
764210,Montador de calçados,7642
764305,Acabador de calçados,7643
765005,Confeccionador de artefatos de couro (exceto sapatos),7650
765010,Chapeleiro de senhoras,7650
765015,Boneleiro,7650
765105,Cortador de artefatos de couro (exceto roupas e calçados),7651
